uid,walletx2,max_priv_intermediary,max_priv_gov,max_priv_public,banklike,ir_studyr,male,topcoder,expectpricedown,open_source_browser,am_privacy_peers,am_privacy_int,am_privacy_gov,trust_gov,trust_startup,trust_retailer,es_pub,es_int,es_gov,rpgpextra,sb_cashing_out_btc_05,rmatrix,fw_notracePEERS,fw_notraceISP,fw_notraceGOV,wallet_order,first_wallet,rblockchain1,relectrum1,rcoinbase1,rcircle1,rblockchain2,relectrum2,rcoinbase2,rcircle2,rblockchain3,relectrum3,rcoinbase3,rcircle3,rblockchain4,relectrum4,rcoinbase4,rcircle4,best_priv_public_n1st,best_priv_int_n1st,best_priv_gov_n1st
3017,Electrum,1,1,0,0,2,0,0,1,1,0,1,1,0,1,0,1,1,0,1,0,1,5,3,2,['Coinbase' 'Electrum' 'Blockchain' 'Circle'],Coinbase,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1
3018,Circle,0,0,1,1,2,1,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,2,3,['Coinbase' 'Blockchain' 'Circle' 'Electrum'],Coinbase,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1
3019,Blockchain,1,0,0,0,2,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,4,3,2,['Electrum' 'Blockchain' 'Circle' 'Coinbase'],Electrum,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
3020,Circle,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,4,2,5,['Circle' 'Blockchain' 'Electrum' 'Coinbase'],Circle,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1
3021,Circle,0,0,1,1,2,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,4,2,['Coinbase' 'Blockchain' 'Electrum' 'Circle'],Coinbase,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1
3022,Circle,0,0,1,1,4,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,2,1,2,['Blockchain' 'Coinbase' 'Electrum' 'Circle'],Blockchain,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1
3023,Blockchain,1,0,0,0,2,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,3,2,4,['Electrum' 'Blockchain' 'Circle' 'Coinbase'],Electrum,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
3024,Circle,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,4,['Circle' 'Electrum' 'Blockchain' 'Coinbase'],Circle,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
3025,Electrum,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,5,3,4,['Electrum' 'Blockchain' 'Coinbase' 'Circle'],Electrum,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
3026,Electrum,1,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,2,2,['Circle' 'Blockchain' 'Coinbase' 'Electrum'],Circle,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1
3027,Electrum,1,1,0,0,2,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,3,3,3,['Coinbase' 'Blockchain' 'Circle' 'Electrum'],Coinbase,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1
3028,Electrum,1,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,5,1,2,['Coinbase' 'Electrum' 'Circle' 'Blockchain'],Coinbase,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1
3029,Electrum,1,1,0,0,4,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,5,4,4,['Electrum' 'Circle' 'Coinbase' 'Blockchain'],Electrum,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
3030,Blockchain,1,0,0,0,3,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,1,5,1,2,['Coinbase' 'Blockchain' 'Circle' 'Electrum'],Coinbase,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1
3031,Electrum,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,2,2,3,['Electrum' 'Blockchain' 'Coinbase' 'Circle'],Electrum,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
3032,Coinbase,0,0,1,1,3,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,3,3,4,['Circle' 'Coinbase' 'Blockchain' 'Electrum'],Circle,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
3033,Electrum,1,1,0,0,4,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,3,1,5,['Electrum' 'Blockchain' 'Circle' 'Coinbase'],Electrum,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
3034,Circle,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,3,1,3,['Coinbase' 'Electrum' 'Blockchain' 'Circle'],Coinbase,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1
3035,Coinbase,0,0,1,1,4,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,3,2,3,['Coinbase' 'Blockchain' 'Circle' 'Electrum'],Coinbase,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1
3036,Blockchain,1,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,5,4,4,['Circle' 'Blockchain' 'Coinbase' 'Electrum'],Circle,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1
3037,Coinbase,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,5,5,4,['Electrum' 'Blockchain' 'Coinbase' 'Circle'],Electrum,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
3038,Blockchain,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,2,4,4,['Blockchain' 'Circle' 'Electrum' 'Coinbase'],Blockchain,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
3039,Blockchain,1,0,0,0,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,4,2,1,['Coinbase' 'Electrum' 'Blockchain' 'Circle'],Coinbase,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1
3040,Blockchain,1,0,0,0,3,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1,1,5,3,['Electrum' 'Blockchain' 'Circle' 'Coinbase'],Electrum,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
3041,Blockchain,1,0,0,0,2,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,5,2,1,['Circle' 'Blockchain' 'Coinbase' 'Electrum'],Circle,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1
3042,Circle,0,0,1,1,4,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,4,2,4,['Coinbase' 'Electrum' 'Circle' 'Blockchain'],Coinbase,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1
3043,Coinbase,0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,5,2,['Circle' 'Electrum' 'Blockchain' 'Coinbase'],Circle,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
3044,Blockchain,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,4,1,3,['Coinbase' 'Blockchain' 'Circle' 'Electrum'],Coinbase,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1
3045,Blockchain,1,0,0,0,3,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,5,5,2,['Blockchain' 'Circle' 'Coinbase' 'Electrum'],Blockchain,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
3046,Circle,0,0,1,1,3,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,2,5,['Circle' 'Coinbase' 'Electrum' 'Blockchain'],Circle,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1
3047,Electrum,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,2,4,['Blockchain' 'Coinbase' 'Circle' 'Electrum'],Blockchain,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1
3048,Electrum,1,1,0,0,3,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,2,4,4,['Coinbase' 'Blockchain' 'Circle' 'Electrum'],Coinbase,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1
3049,Circle,0,0,1,1,4,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,5,2,4,['Electrum' 'Coinbase' 'Blockchain' 'Circle'],Electrum,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
3050,Circle,0,0,1,1,4,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,4,1,1,['Blockchain' 'Circle' 'Coinbase' 'Electrum'],Blockchain,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
3051,Coinbase,0,0,1,1,2,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,2,1,5,['Blockchain' 'Coinbase' 'Circle' 'Electrum'],Blockchain,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1
3052,Blockchain,1,0,0,0,4,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,3,1,1,['Coinbase' 'Blockchain' 'Electrum' 'Circle'],Coinbase,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1
3053,Circle,0,0,1,1,3,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,2,4,1,['Coinbase' 'Circle' 'Blockchain' 'Electrum'],Coinbase,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1
3054,Coinbase,0,0,1,1,2,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,3,['Electrum' 'Blockchain' 'Circle' 'Coinbase'],Electrum,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
3055,Blockchain,1,0,0,0,3,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,0,3,1,5,['Electrum' 'Circle' 'Coinbase' 'Blockchain'],Electrum,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
3056,Electrum,1,1,0,0,2,1,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,2,1,['Blockchain' 'Electrum' 'Coinbase' 'Circle'],Blockchain,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1
3057,Coinbase,0,0,1,1,4,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,2,1,3,['Coinbase' 'Blockchain' 'Circle' 'Electrum'],Coinbase,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1
3058,Coinbase,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,2,4,1,['Electrum' 'Circle' 'Coinbase' 'Blockchain'],Electrum,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
3059,Circle,0,0,1,1,4,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,5,1,['Blockchain' 'Coinbase' 'Circle' 'Electrum'],Blockchain,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1
3060,Blockchain,1,0,0,0,4,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,3,4,1,['Electrum' 'Coinbase' 'Blockchain' 'Circle'],Electrum,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
3061,Electrum,1,1,0,0,2,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,2,1,5,['Coinbase' 'Circle' 'Electrum' 'Blockchain'],Coinbase,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
3062,Blockchain,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,3,4,5,['Blockchain' 'Circle' 'Electrum' 'Coinbase'],Blockchain,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
3063,Electrum,1,1,0,0,2,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,5,3,3,['Blockchain' 'Coinbase' 'Circle' 'Electrum'],Blockchain,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1
3064,Coinbase,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,2,2,3,['Electrum' 'Coinbase' 'Circle' 'Blockchain'],Electrum,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
3065,Coinbase,0,0,1,1,2,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,3,1,3,['Electrum' 'Blockchain' 'Coinbase' 'Circle'],Electrum,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
3066,Electrum,1,1,0,0,4,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,3,2,2,['Blockchain' 'Coinbase' 'Circle' 'Electrum'],Blockchain,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1
3067,Blockchain,1,0,0,0,4,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,2,4,1,['Blockchain' 'Circle' 'Electrum' 'Coinbase'],Blockchain,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
3068,Coinbase,0,0,1,1,2,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,3,1,4,['Coinbase' 'Blockchain' 'Electrum' 'Circle'],Coinbase,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1
3069,Circle,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,3,4,3,['Coinbase' 'Circle' 'Electrum' 'Blockchain'],Coinbase,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
3070,Circle,0,0,1,1,3,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,3,1,['Circle' 'Coinbase' 'Blockchain' 'Electrum'],Circle,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
3071,Blockchain,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,3,2,['Coinbase' 'Circle' 'Blockchain' 'Electrum'],Coinbase,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1
3072,Coinbase,0,0,1,1,2,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,4,2,4,['Coinbase' 'Circle' 'Electrum' 'Blockchain'],Coinbase,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
3073,Blockchain,1,0,0,0,3,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,5,1,['Electrum' 'Coinbase' 'Circle' 'Blockchain'],Electrum,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
3074,Circle,0,0,1,1,4,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,4,5,3,['Circle' 'Coinbase' 'Blockchain' 'Electrum'],Circle,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
3075,Coinbase,0,0,1,1,3,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,2,2,['Coinbase' 'Electrum' 'Circle' 'Blockchain'],Coinbase,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1
3076,Blockchain,1,0,0,0,2,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,3,5,5,['Coinbase' 'Circle' 'Blockchain' 'Electrum'],Coinbase,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1
3077,Coinbase,0,0,1,1,2,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,2,1,3,['Coinbase' 'Circle' 'Blockchain' 'Electrum'],Coinbase,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1
3078,Circle,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,5,5,['Circle' 'Electrum' 'Coinbase' 'Blockchain'],Circle,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1
3079,Coinbase,0,0,1,1,2,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,2,3,5,['Blockchain' 'Circle' 'Coinbase' 'Electrum'],Blockchain,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
3080,Circle,0,0,1,1,3,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,4,5,5,['Coinbase' 'Circle' 'Electrum' 'Blockchain'],Coinbase,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
3081,Coinbase,0,0,1,1,4,1,0,0,1,1,0,1,1,0,0,1,0,1,1,0,1,2,2,5,['Coinbase' 'Blockchain' 'Circle' 'Electrum'],Coinbase,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1
3082,Electrum,1,1,0,0,2,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,3,4,4,['Coinbase' 'Electrum' 'Blockchain' 'Circle'],Coinbase,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1
3083,Circle,0,0,1,1,4,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,5,3,1,['Circle' 'Coinbase' 'Electrum' 'Blockchain'],Circle,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1
3084,Circle,0,0,1,1,3,0,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,4,1,4,['Coinbase' 'Blockchain' 'Electrum' 'Circle'],Coinbase,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1
3085,Electrum,1,1,0,0,4,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,2,3,['Blockchain' 'Circle' 'Coinbase' 'Electrum'],Blockchain,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
3086,Coinbase,0,0,1,1,2,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,4,5,1,['Electrum' 'Blockchain' 'Coinbase' 'Circle'],Electrum,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
3087,Blockchain,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,5,4,3,['Blockchain' 'Coinbase' 'Circle' 'Electrum'],Blockchain,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1
3088,Blockchain,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,4,1,5,['Electrum' 'Blockchain' 'Circle' 'Coinbase'],Electrum,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
3089,Electrum,1,1,0,0,3,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,5,1,5,['Blockchain' 'Electrum' 'Coinbase' 'Circle'],Blockchain,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1
3090,Circle,0,0,1,1,4,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,2,5,['Circle' 'Blockchain' 'Coinbase' 'Electrum'],Circle,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1
3091,Coinbase,0,0,1,1,4,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,4,3,4,['Blockchain' 'Electrum' 'Coinbase' 'Circle'],Blockchain,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1
3092,Electrum,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,2,1,2,['Coinbase' 'Electrum' 'Blockchain' 'Circle'],Coinbase,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1
3093,Circle,0,0,1,1,2,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,4,5,2,['Circle' 'Blockchain' 'Electrum' 'Coinbase'],Circle,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1
3094,Circle,0,0,1,1,4,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,3,3,2,['Electrum' 'Coinbase' 'Blockchain' 'Circle'],Electrum,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
3095,Coinbase,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,2,5,5,['Blockchain' 'Coinbase' 'Electrum' 'Circle'],Blockchain,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1
3096,Coinbase,0,0,1,1,3,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,5,1,1,['Circle' 'Coinbase' 'Blockchain' 'Electrum'],Circle,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
3097,Blockchain,1,0,0,0,3,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,3,1,['Electrum' 'Blockchain' 'Circle' 'Coinbase'],Electrum,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
3098,Blockchain,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,5,5,2,['Circle' 'Coinbase' 'Electrum' 'Blockchain'],Circle,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1
3099,Coinbase,0,0,1,1,2,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,2,3,5,['Electrum' 'Circle' 'Coinbase' 'Blockchain'],Electrum,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
3100,Blockchain,1,0,0,0,3,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,4,5,4,['Blockchain' 'Electrum' 'Circle' 'Coinbase'],Blockchain,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
3101,Electrum,1,1,0,0,3,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,2,5,5,['Blockchain' 'Circle' 'Coinbase' 'Electrum'],Blockchain,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
3102,Coinbase,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,2,3,1,['Circle' 'Blockchain' 'Electrum' 'Coinbase'],Circle,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1
3103,Coinbase,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,5,3,1,['Electrum' 'Blockchain' 'Circle' 'Coinbase'],Electrum,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
3104,Circle,0,0,1,1,4,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,1,4,3,4,['Coinbase' 'Electrum' 'Circle' 'Blockchain'],Coinbase,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1
3105,Circle,0,0,1,1,3,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,3,1,2,['Circle' 'Blockchain' 'Coinbase' 'Electrum'],Circle,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1
3106,Blockchain,1,0,0,0,3,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,3,5,2,['Electrum' 'Blockchain' 'Coinbase' 'Circle'],Electrum,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
3107,Electrum,1,1,0,0,3,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,4,4,2,['Coinbase' 'Blockchain' 'Circle' 'Electrum'],Coinbase,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1
3108,Electrum,1,1,0,0,2,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,5,4,['Blockchain' 'Circle' 'Coinbase' 'Electrum'],Blockchain,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
3109,Blockchain,1,0,0,0,3,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,4,2,3,['Coinbase' 'Electrum' 'Circle' 'Blockchain'],Coinbase,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1
3110,Circle,0,0,1,1,4,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,3,4,['Electrum' 'Circle' 'Coinbase' 'Blockchain'],Electrum,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
3111,Coinbase,0,0,1,1,2,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,4,3,1,['Blockchain' 'Electrum' 'Coinbase' 'Circle'],Blockchain,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1
3112,Coinbase,0,0,1,1,2,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,5,1,['Blockchain' 'Coinbase' 'Electrum' 'Circle'],Blockchain,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1
3113,Circle,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,3,2,4,['Blockchain' 'Coinbase' 'Electrum' 'Circle'],Blockchain,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1
3114,Blockchain,1,0,0,0,2,0,0,0,1,1,0,1,1,0,1,1,1,1,0,0,0,3,4,1,['Circle' 'Coinbase' 'Blockchain' 'Electrum'],Circle,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
3115,Electrum,1,1,0,0,4,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,3,2,4,['Blockchain' 'Electrum' 'Circle' 'Coinbase'],Blockchain,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
3116,Blockchain,1,0,0,0,3,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,2,1,4,['Blockchain' 'Electrum' 'Circle' 'Coinbase'],Blockchain,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
3117,Electrum,1,1,0,0,3,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,5,2,1,['Coinbase' 'Electrum' 'Circle' 'Blockchain'],Coinbase,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1
3118,Coinbase,0,0,1,1,2,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,3,4,2,['Circle' 'Blockchain' 'Coinbase' 'Electrum'],Circle,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1
3119,Coinbase,0,0,1,1,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,4,3,1,['Coinbase' 'Blockchain' 'Circle' 'Electrum'],Coinbase,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1
3120,Circle,0,0,1,1,2,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,['Electrum' 'Coinbase' 'Circle' 'Blockchain'],Electrum,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
3121,Circle,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,5,3,5,['Blockchain' 'Coinbase' 'Circle' 'Electrum'],Blockchain,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1
3122,Circle,0,0,1,1,4,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,5,5,5,['Electrum' 'Blockchain' 'Circle' 'Coinbase'],Electrum,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
